"Colorado Medicaid Fee Schedule January 1, 2014",,,,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2014  Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,,,,
32445,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
32480,,28.00,33.11,$927.08,000,999,090,No,,,,
32482,,30.05,33.11,$994.96,000,999,090,No,,,,
32484,,30.83,33.11,"$1,020.78",000,999,090,No,,,,
32486,,32.92,33.11,"$1,089.98",000,999,090,No,,,,
32488,,35.31,33.11,"$1,169.11",000,999,090,No,,,,
32491,,36.08,33.11,"$1,194.61",000,999,090,No,,,,
32501,,6.52,33.11,$215.88,000,999,000,No,,,,
32503,,37.52,33.11,"$1,242.29",000,999,090,No,,,,
32504,,42.89,33.11,"$1,420.09",000,999,090,No,,,,
32505,,21.65,33.11,$716.83,000,999,090,No,,,,
32506,,3.64,33.11,$120.52,000,999,000,No,,,,
32507,,3.64,33.11,$120.52,000,999,000,No,,,,
3250F,,,,Not a benefit ,,,,,,,,
32540,,20.00,33.11,$662.20,000,999,090,No,,,,
32550,,15.84,33.11,$524.46,000,999,000,No,,,,
32551,,3.20,33.11,$105.95,000,999,000,No,,,,
32552,,3.10,33.11,$102.64,000,999,000,No,,,,
32553,,10.14,33.11,$335.74,000,999,000,No,,,,
32554,,13.11,33.11,$434.07,000,999,000,No,,,,
32555,,15.12,33.11,$500.62,000,999,000,No,,,,
32556,,13.81,33.11,$457.25,000,999,000,No,,,,
32557,,22.40,33.11,$741.66,000,999,000,No,,,,
32560,,5.80,33.11,$192.04,000,999,000,No,,,,
32561,,1.62,33.11,$53.64,000,999,000,No,,,,
32562,,1.44,33.11,$47.68,000,999,000,No,,,,
32601,,7.88,33.11,$260.91,000,999,000,No,,,,
32604,,9.21,33.11,$304.94,000,999,000,No,,,,
32606,,9.11,33.11,$301.63,000,999,015,No,,,,
32607,,,,Code is manually priced,000,999,000,No,,,,
32608,,8.81,33.11,$291.70,000,999,000,No,,,,
32609,,6.09,33.11,$201.64,000,999,000,No,,,,
3260F,,,,Not a benefit ,,,,,,,,
32650,,14.72,33.11,$487.38,000,999,090,No,,,,
32651,,19.32,33.11,$639.69,000,999,090,No,,,,
32652,,26.97,33.11,$892.98,000,999,090,No,,,,
32653,,18.74,33.11,$620.48,000,999,090,No,,,,
32654,,17.87,33.11,$591.68,000,999,090,No,,,,
32655,,21.85,33.11,$723.45,000,999,090,No,,,,
32656,,21.45,33.11,$710.21,000,999,090,No,,,,
32658,,18.75,33.11,$620.81,000,999,090,No,,,,
32659,,19.05,33.11,$630.75,000,999,090,No,,,,
3265F,,,,Not a benefit ,,,,,,,,
32661,,18.21,33.11,$602.93,000,999,090,No,,,,
32662,,23.43,33.11,$775.77,000,999,090,No,,,,
32663,,29.16,33.11,$965.49,000,999,090,No,,,,
32664,,21.08,33.11,$697.96,000,999,090,No,,,,
32665,,23.90,33.11,$791.33,000,999,090,No,,,,
32666,,20.25,33.11,$670.48,000,999,090,No,,,,
32667,,3.64,33.11,$120.52,000,999,000,No,,,,
32668,,3.66,33.11,$121.18,000,999,000,No,,,,
32669,,31.16,33.11,"$1,031.71",000,999,090,No,,,,
3266F,,,,Not a benefit ,,,,,,,,
32670,,37.18,33.11,"$1,231.03",000,999,090,No,,,,
32671,,41.26,33.11,"$1,366.12",000,999,090,No,,,,
32672,,35.30,33.11,"$1,168.78",000,999,090,No,,,,
32673,,27.87,33.11,$922.78,000,999,000,No,,,,
32674,,4.99,33.11,$165.22,000,999,000,No,,,,
3267F,,,,Not a benefit ,,,,,,,,
3268F,,,,Not a benefit ,,,,,,,,
3269F,,,,Not a benefit ,,,,,,,,
32701,,5.05,33.11,$167.21,000,999,000,No,,,,
3270F,,,,Not a benefit ,,,,,,,,
3271F,,,,Not a benefit ,,,,,,,,
3272F,,,,Not a benefit ,,,,,,,,
3273F,,,,Not a benefit ,,,,,,,,
3274F,,,,Not a benefit ,,,,,,,,
3278F,,,,Not a benefit ,,,,,,,,
3279F,,,,Not a benefit ,,,,,,,,
32800,,12.00,33.11,$397.32,000,999,090,No,,,,
3280F,,,,Not a benefit ,,,,,,,,
32810,,20.00,33.11,$662.20,000,999,090,No,,,,
32815,,30.00,33.11,$993.30,000,999,090,No,,,,
3281F,,,,Not a benefit ,,,,,,,,
32820,,30.00,33.11,$993.30,000,999,090,No,,,,
3284F,,,,Not a benefit ,,,,,,,,
32850,,25.93,33.11,$858.54,000,999,000,No,,,,
32851,,60.42,33.11,"$2,000.51",000,999,090,No,,,,
32852,,67.12,33.11,"$2,222.34",000,999,090,No,,,,
32853,,72.29,33.11,"$2,393.52",000,999,090,No,,,,
32854,,86.87,33.11,"$2,876.27",000,999,090,No,,,,
32855,,64.06,33.11,"$2,121.03",000,999,000,No,,,,
32856,,70.16,33.11,"$2,323.00",000,999,000,No,,,,
3285F,,,,Not a benefit ,,,,,,,,
3288F,,,,Not a benefit ,,,,,,,,
32900,,14.00,33.11,$463.54,000,999,090,No,,,,
32905,,14.00,33.11,$463.54,000,999,090,No,,,,
32906,,18.00,33.11,$595.98,000,999,090,No,,,,
3290F,,,,Not a benefit ,,,,,,,,
3291F,,,,Not a benefit ,,,,,,,,
3292F,,,,Not a benefit ,,,,,,,,
3293F,,,,Not a benefit ,,,,,,,,
32940,,14.00,33.11,$463.54,000,999,090,No,,,,
3294F,,,,Not a benefit ,,,,,,,,
32960,,1.40,33.11,$46.35,000,999,000,No,,,,
32997,,7.06,33.11,$233.76,000,999,000,No,,,,
32998,,60.54,33.11,"$2,004.48",000,999,000,No,,,,
32999,,,,Code is manually priced,000,999,090,No,,,,
3300F,,,,Not a benefit ,,,,,,,,
33010,,2.40,33.11,$79.46,000,999,000,No,,,,
33011,,2.00,33.11,$66.22,000,999,000,No,,,,
33015,,4.00,33.11,$132.44,000,999,090,No,,,,
3301F,,,,Not a benefit ,,,,,,,,
33020,,16.00,33.11,$529.76,000,999,090,No,,,,
33025,,16.00,33.11,$529.76,000,999,090,No,,,,
33030,,18.00,33.11,$595.98,000,999,090,No,,,,
33031,,37.15,33.11,"$1,230.04",000,999,090,No,,,,
33050,,18.00,33.11,$595.98,000,999,090,No,,,,
33120,,40.00,33.11,"$1,324.40",000,999,090,No,,,,
33130,,30.00,33.11,$993.30,000,999,090,No,,,,
33140,,28.36,33.11,$939.00,000,999,090,No,,,,
33141,,3.96,33.11,$131.12,000,999,000,No,,,,
3315F,,,,Not a benefit ,,,,,,,,
3316F,,,,Not a benefit ,,,,,,,,
3317F,,,,Not a benefit ,,,,,,,,
3318F,,,,Not a benefit ,,,,,,,,
3319F,,,,Not a benefit ,,,,,,,,
33202,,15.60,33.11,$516.52,000,999,090,No,,,,
33203,,16.01,33.11,$530.09,000,999,090,No,,,,
33206,,12.00,33.11,$397.32,000,999,090,No,,,,
33207,,12.00,33.11,$397.32,000,999,090,No,,,,
33208,,14.36,33.11,$475.46,000,999,090,No,,,,
3320F,,,,Not a benefit ,,,,,,,,
33210,,4.80,33.11,$158.93,000,999,000,No,,,,
33211,,4.95,33.11,$163.89,000,999,000,No,,,,
33212,,8.00,33.11,$264.88,000,999,090,No,,,,
33213,,9.62,33.11,$318.52,000,999,090,No,,,,
33214,,10.75,33.11,$355.93,000,999,090,No,,,,
33215,,6.30,33.11,$208.59,000,999,090,No,,,,
33216,,10.00,33.11,$331.10,000,999,090,No,,,,
33217,,9.54,33.11,$315.87,000,999,090,No,,,,
33218,,7.50,33.11,$248.33,000,999,090,No,,,,
3321F,,,,Not a benefit ,,,,,,,,
33220,,8.02,33.11,$265.54,000,999,090,No,,,,
33221,,8.15,33.11,$269.85,000,999,090,No,,,,
33222,,8.00,33.11,$264.88,000,999,090,No,,,,
33223,,9.93,33.11,$328.78,000,999,090,No,,,,
33224,,10.17,33.11,$336.73,000,999,000,No,,,,
33225,,9.00,33.11,$297.99,000,999,000,No,,,,
33226,,9.80,33.11,$324.48,000,999,000,No,,,,
33227,,7.78,33.11,$257.60,000,999,090,No,,,,
33228,,8.11,33.11,$268.52,000,999,090,No,,,,
33229,,8.44,33.11,$279.45,000,999,090,No,,,,
3322F,,,,Not a benefit ,,,,,,,,
33230,,8.76,33.11,$290.04,000,999,090,No,,,,
33231,,9.10,33.11,$301.30,000,999,090,No,,,,
33233,,4.35,33.11,$144.03,000,999,090,No,,,,
33234,,7.27,33.11,$240.71,000,999,090,No,,,,
33235,,8.84,33.11,$292.69,000,999,090,No,,,,
33236,,12.80,33.11,$423.81,000,999,090,No,,,,
33237,,18.37,33.11,$608.23,000,999,090,No,,,,
33238,,20.48,33.11,$678.09,000,999,090,No,,,,
3323F,,,,Not a benefit ,,,,,,,,
33240,,10.46,33.11,$346.33,000,999,090,No,,,,
33241,,4.07,33.11,$134.76,000,999,090,No,,,,
33243,,29.76,33.11,$985.35,000,999,090,No,,,,
33244,,19.93,33.11,$659.88,000,999,090,No,,,,
33249,,22.96,33.11,$760.21,000,999,090,No,,,,
3324F,,,,Not a benefit ,,,,,,,,
33250,,26.00,33.11,$860.86,000,999,090,No,,,,
33251,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
33254,,27.16,33.11,$899.27,000,999,090,No,,,,
33255,,32.69,33.11,"$1,082.37",000,999,090,No,,,,
33256,,39.01,33.11,"$1,291.62",000,999,090,No,,,,
33257,,10.70,33.11,$354.28,000,999,000,No,,,,
33258,,12.07,33.11,$399.64,000,999,000,No,,,,
33259,,15.79,33.11,$522.81,000,999,000,No,,,,
3325F,,,,Not a benefit ,,,,,,,,
33261,,42.00,33.11,"$1,390.62",000,999,090,No,,,,
33262,,8.45,33.11,$279.78,000,999,090,No,,,,
33263,,8.78,33.11,$290.71,000,999,090,No,,,,
33264,,9.11,33.11,$301.63,000,999,090,No,,,,
33265,,27.16,33.11,$899.27,000,999,090,No,,,,
33266,,37.11,33.11,"$1,228.71",000,999,090,No,,,,
33282,,8.50,33.11,$281.44,000,999,090,No,,,,
33284,,6.59,33.11,$218.19,000,999,090,No,,,,
3328F,,,,Not a benefit ,,,,,,,,
33300,,24.00,33.11,$794.64,000,999,090,No,,,,
33305,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
3330F,,,,Not a benefit ,,,,,,,,
33310,,24.00,33.11,$794.64,000,999,090,No,,,,
33315,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
3331F,,,,Not a benefit ,,,,,,,,
33320,,27.65,33.11,$915.49,000,999,090,No,,,,
33321,,32.20,33.11,"$1,066.14",000,999,090,No,,,,
33322,,36.20,33.11,"$1,198.58",000,999,090,No,,,,
33330,,36.54,33.11,"$1,209.84",000,999,090,No,,,,
33332,,35.29,33.11,"$1,168.45",000,999,090,No,,,,
33335,,49.29,33.11,"$1,631.99",000,999,090,No,,,,
33361,,30.70,33.11,"$1,016.48",000,999,000,No,,,,
33362,,33.59,33.11,"$1,112.16",000,999,000,No,,,,
33363,,34.78,33.11,"$1,151.57",000,999,000,No,,,,
33364,,37.01,33.11,"$1,225.40",000,999,000,No,,,,
33365,,40.53,33.11,"$1,341.95",000,999,000,No,,,,
33366,,45.14,33.11,"$1,494.60",000,999,090,No,,,,
33367,,14.23,33.11,$471.16,000,999,000,No,,,,
33368,,17.24,33.11,$570.82,000,999,000,No,,,,
33369,,22.76,33.11,$753.58,000,999,000,No,,,,
33400,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33401,,32.49,33.11,"$1,075.74",000,999,090,No,,,,
33403,,33.90,33.11,"$1,122.43",000,999,090,No,,,,
33404,,44.52,33.11,"$1,474.06",000,999,090,No,,,,
33405,,49.56,33.11,"$1,640.93",000,999,090,No,,,,
33406,,47.98,33.11,"$1,588.62",000,999,090,No,,,,
3340F,,,,Not a benefit ,,,,,,,,
33410,,47.61,33.11,"$1,576.37",000,999,090,No,,,,
33411,,50.06,33.11,"$1,657.49",000,999,090,No,,,,
33412,,50.36,33.11,"$1,667.42",000,999,090,No,,,,
33413,,49.45,33.11,"$1,637.29",000,999,090,No,,,,
33414,,42.37,33.11,"$1,402.87",000,999,090,No,,,,
33415,,33.15,33.11,"$1,097.60",000,999,090,No,,,,
33416,,35.00,33.11,"$1,158.85",000,999,090,No,,,,
33417,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
3341F,,,,Not a benefit ,,,,,,,,
33420,,26.00,33.11,$860.86,000,999,090,No,,,,
33422,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
33425,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33426,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33427,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
3342F,,,,Not a benefit ,,,,,,,,
33430,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
3343F,,,,Not a benefit ,,,,,,,,
3344F,,,,Not a benefit ,,,,,,,,
3345F,,,,Not a benefit ,,,,,,,,
33460,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33463,,34.97,33.11,"$1,157.86",000,999,090,No,,,,
33464,,37.43,33.11,"$1,239.31",000,999,090,No,,,,
33465,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33468,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33470,,26.00,33.11,$860.86,000,999,090,No,,,,
33471,,30.59,33.11,"$1,012.83",000,999,090,No,,,,
33472,,26.00,33.11,$860.86,000,999,090,No,,,,
33474,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
33475,,39.56,33.11,"$1,309.83",000,999,090,No,,,,
33476,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33478,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33496,,44.14,33.11,"$1,461.48",000,999,090,No,,,,
33500,,28.00,33.11,$927.08,000,999,090,No,,,,
33501,,27.68,33.11,$916.48,000,999,090,No,,,,
33502,,26.00,33.11,$860.86,000,999,090,No,,,,
33503,,28.00,33.11,$927.08,000,999,090,No,,,,
33504,,36.00,33.11,"$1,191.96",000,999,090,No,,,,
33505,,36.71,33.11,"$1,215.47",000,999,090,No,,,,
33506,,36.71,33.11,"$1,215.47",000,999,090,No,,,,
33507,,36.21,33.11,"$1,198.91",000,999,090,No,,,,
33508,,0.34,33.11,$11.26,000,999,000,No,,,,
3350F,,,,Not a benefit ,,,,,,,,
33510,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33511,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33512,,50.00,33.11,"$1,655.50",000,999,090,No,,,,
33513,,56.00,33.11,"$1,854.16",000,999,090,No,,,,
33514,,62.00,33.11,"$2,052.82",000,999,090,No,,,,
33516,,68.00,33.11,"$2,251.48",000,999,090,No,,,,
33517,,4.90,33.11,$162.24,000,999,000,No,,,,
33518,,10.61,33.11,$351.30,000,999,000,No,,,,
33519,,14.15,33.11,$468.51,000,999,000,No,,,,
3351F,,,,Not a benefit ,,,,,,,,
33521,,17.13,33.11,$567.17,000,999,000,No,,,,
33522,,19.48,33.11,$644.98,000,999,000,No,,,,
33523,,22.23,33.11,$736.04,000,999,000,No,,,,
3352F,,,,Not a benefit ,,,,,,,,
33530,,7.80,33.11,$258.26,000,999,000,No,,,,
33533,,40.52,33.11,"$1,341.62",000,999,090,No,,,,
33534,,51.12,33.11,"$1,692.58",000,999,090,No,,,,
33535,,57.19,33.11,"$1,893.56",000,999,090,No,,,,
33536,,61.13,33.11,"$2,024.01",000,999,090,No,,,,
3353F,,,,Not a benefit ,,,,,,,,
33542,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33545,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33548,,47.65,33.11,"$1,577.69",000,999,090,No,,,,
3354F,,,,Not a benefit ,,,,,,,,
33572,,6.22,33.11,$205.94,000,999,000,No,,,,
33600,,40.97,33.11,"$1,356.52",000,999,090,No,,,,
33602,,39.56,33.11,"$1,309.83",000,999,090,No,,,,
33606,,42.37,33.11,"$1,402.87",000,999,090,No,,,,
33608,,43.44,33.11,"$1,438.30",000,999,090,No,,,,
33610,,42.37,33.11,"$1,402.87",000,999,090,No,,,,
33611,,45.20,33.11,"$1,496.57",000,999,090,No,,,,
33612,,46.41,33.11,"$1,536.64",000,999,090,No,,,,
33615,,44.13,33.11,"$1,461.14",000,999,090,No,,,,
33617,,46.61,33.11,"$1,543.26",000,999,090,No,,,,
33619,,51.21,33.11,"$1,695.56",000,999,090,No,,,,
33620,,38.17,33.11,"$1,263.81",000,999,000,No,,,,
33621,,20.55,33.11,$680.41,000,999,000,No,,,,
33622,,80.54,33.11,"$2,666.68",000,999,000,No,,,,
33641,,36.00,33.11,"$1,191.96",000,999,090,No,,,,
33645,,32.85,33.11,"$1,087.66",000,999,090,No,,,,
33647,,44.24,33.11,"$1,464.79",000,999,090,No,,,,
33660,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33665,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33670,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33675,,43.44,33.11,"$1,438.30",000,999,090,No,,,,
33676,,44.76,33.11,"$1,482.00",000,999,090,No,,,,
33677,,46.51,33.11,"$1,539.95",000,999,090,No,,,,
33681,,36.00,33.11,"$1,191.96",000,999,090,No,,,,
33684,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33688,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33690,,24.00,33.11,$794.64,000,999,090,No,,,,
33692,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33694,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33697,,46.61,33.11,"$1,543.26",000,999,090,No,,,,
33702,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
3370F,,,,Not a benefit ,,,,,,,,
33710,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33720,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33722,,39.56,33.11,"$1,309.83",000,999,090,No,,,,
33724,,30.93,33.11,"$1,024.09",000,999,090,No,,,,
33726,,40.76,33.11,"$1,349.56",000,999,090,No,,,,
3372F,,,,Not a benefit ,,,,,,,,
33730,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33732,,39.20,33.11,"$1,297.91",000,999,090,No,,,,
33735,,26.00,33.11,$860.86,000,999,090,No,,,,
33736,,28.90,33.11,$956.88,000,999,090,No,,,,
33737,,30.00,33.11,$993.30,000,999,090,No,,,,
3374F,,,,Not a benefit ,,,,,,,,
33750,,28.00,33.11,$927.08,000,999,090,No,,,,
33755,,28.00,33.11,$927.08,000,999,090,No,,,,
33762,,28.00,33.11,$927.08,000,999,090,No,,,,
33764,,30.00,33.11,$993.30,000,999,090,No,,,,
33766,,28.00,33.11,$927.08,000,999,090,No,,,,
33767,,33.90,33.11,"$1,122.43",000,999,090,No,,,,
33768,,8.96,33.11,$296.67,000,999,000,No,,,,
3376F,,,,Not a benefit ,,,,,,,,
33770,,46.25,33.11,"$1,531.34",000,999,090,No,,,,
33771,,48.03,33.11,"$1,590.27",000,999,090,No,,,,
33774,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33775,,42.00,33.11,"$1,390.62",000,999,090,No,,,,
33776,,42.00,33.11,"$1,390.62",000,999,090,No,,,,
33777,,42.00,33.11,"$1,390.62",000,999,090,No,,,,
33778,,44.00,33.11,"$1,456.84",000,999,090,No,,,,
33779,,48.00,33.11,"$1,589.28",000,999,090,No,,,,
33780,,48.00,33.11,"$1,589.28",000,999,090,No,,,,
33781,,48.00,33.11,"$1,589.28",000,999,090,No,,,,
33782,,55.57,33.11,"$1,839.92",000,999,090,No,,,,
33783,,60.06,33.11,"$1,988.59",000,999,090,No,,,,
33786,,48.00,33.11,"$1,589.28",000,999,090,No,,,,
33788,,28.00,33.11,$927.08,000,999,090,No,,,,
3378F,,,,Not a benefit ,,,,,,,,
33800,,21.97,33.11,$727.43,000,999,090,No,,,,
33802,,24.00,33.11,$794.64,000,999,090,No,,,,
33803,,28.00,33.11,$927.08,000,999,090,No,,,,
3380F,,,,Not a benefit ,,,,,,,,
33813,,28.00,33.11,$927.08,000,999,090,No,,,,
33814,,36.00,33.11,"$1,191.96",000,999,090,No,,,,
33820,,17.57,33.11,$581.74,000,999,090,No,,,,
33822,,18.00,33.11,$595.98,000,18,090,No,,,,
33824,,24.00,33.11,$794.64,018,999,090,No,,,,
3382F,,,,Not a benefit ,,,,,,,,
33840,,28.00,33.11,$927.08,000,999,090,No,,,,
33845,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
3384F,,,,Not a benefit ,,,,,,,,
33851,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
33852,,36.00,33.11,"$1,191.96",000,999,090,No,,,,
33853,,43.79,33.11,"$1,449.89",000,999,090,No,,,,
33860,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33863,,58.72,33.11,"$1,944.22",000,999,090,No,,,,
33864,,56.94,33.11,"$1,885.28",000,999,090,No,,,,
3386F,,,,Not a benefit ,,,,,,,,
33870,,46.00,33.11,"$1,523.06",000,999,090,No,,,,
33875,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33877,,42.00,33.11,"$1,390.62",000,999,090,No,,,,
33880,,37.57,33.11,"$1,243.94",000,999,090,No,,,,
33881,,32.29,33.11,"$1,069.12",000,999,090,No,,,,
33883,,23.84,33.11,$789.34,000,999,090,No,,,,
33884,,8.84,33.11,$292.69,000,999,000,No,,,,
33886,,20.59,33.11,$681.73,000,999,090,No,,,,
33889,,17.61,33.11,$583.07,000,999,000,No,,,,
3388F,,,,Not a benefit ,,,,,,,,
33891,,22.48,33.11,$744.31,000,999,000,No,,,,
3390F,,,,Not a benefit ,,,,,,,,
33910,,34.00,33.11,"$1,125.74",000,999,090,No,,,,
33915,,26.00,33.11,$860.86,000,999,090,No,,,,
33916,,38.00,33.11,"$1,258.18",000,999,090,No,,,,
33917,,33.90,33.11,"$1,122.43",000,999,090,No,,,,
33920,,44.49,33.11,"$1,473.06",000,999,090,No,,,,
33922,,32.49,33.11,"$1,075.74",000,999,090,No,,,,
33924,,7.62,33.11,$252.30,000,999,000,No,,,,
33925,,36.96,33.11,"$1,223.75",000,999,090,No,,,,
33926,,49.91,33.11,"$1,652.52",000,999,090,No,,,,
33930,,18.17,33.11,$601.61,000,999,000,No,,,,
33933,,79.31,33.11,"$2,625.95",000,999,000,No,,,,
33935,,91.38,33.11,"$3,025.59",000,999,090,No,,,,
33940,,13.98,33.11,$462.88,000,999,000,No,,,,
33944,,54.91,33.11,"$1,818.07",000,999,000,No,,,,
33945,,66.00,33.11,"$2,185.26",000,999,090,No,,,,
3394F,,,,Not a benefit ,,,,,,,,
3395F,,,,Not a benefit ,,,,,,,,
33960,,26.00,33.11,$860.86,000,999,000,No,,,,
33961,,14.74,33.11,$488.04,000,999,000,No,,,,
33967,,5.68,33.11,$188.06,000,999,000,No,,,,
33968,,0.89,33.11,$29.47,000,999,000,No,,,,
33970,,6.00,33.11,$198.66,000,999,000,No,,,,
33971,,6.00,33.11,$198.66,000,999,000,No,,,,
33973,,14.26,33.11,$472.15,000,999,000,No,,,,
33974,,10.55,33.11,$349.31,000,999,090,No,,,,
33975,,28.25,33.11,$935.36,000,999,000,No,,,,
33976,,32.70,33.11,"$1,082.70",000,999,000,No,,,,
33977,,24.71,33.11,$818.15,000,999,090,No,,,,
33978,,28.25,33.11,$935.36,000,999,090,No,,,,
33979,,28.25,33.11,$935.36,000,999,000,No,,,,
33980,,24.71,33.11,$818.15,000,999,090,No,,,,
33981,,,,Code is manually priced,000,999,000,No,,,,
33982,,,,Code is manually priced,000,999,000,No,,,,
33983,,,,Code is manually priced,000,999,000,No,,,,
33990,,9.99,33.11,$330.77,000,999,000,No,,,,
33991,,14.55,33.11,$481.75,000,999,000,No,,,,
33992,,4.75,33.11,$157.27,000,999,000,No,,,,
33993,,4.17,33.11,$138.07,000,999,000,No,,,,
33999,,,,Code is manually priced,000,999,090,No,,,,
34001,,14.00,33.11,$463.54,000,999,090,No,,,,
34051,,18.00,33.11,$595.98,000,999,090,No,,,,
34101,,14.00,33.11,$463.54,000,999,090,No,,,,
34111,,6.00,33.11,$198.66,000,999,090,No,,,,
34151,,18.00,33.11,$595.98,000,999,090,No,,,,
34201,,14.00,33.11,$463.54,000,999,090,No,,,,
34203,,18.00,33.11,$595.98,000,999,090,No,,,,
34401,,18.00,33.11,$595.98,000,999,090,No,,,,
34421,,14.00,33.11,$463.54,000,999,090,No,,,,
34451,,29.96,33.11,$991.98,000,999,090,No,,,,
34471,,14.00,33.11,$463.54,000,999,090,No,,,,
34490,,14.00,33.11,$463.54,000,999,090,No,,,,
34501,,14.00,33.11,$463.54,000,999,090,No,,,,
34502,,37.12,33.11,"$1,229.04",000,999,090,No,,,,
3450F,,,,Not a benefit ,,,,,,,,
34510,,18.66,33.11,$617.83,000,999,090,No,,,,
3451F,,,,Not a benefit ,,,,,,,,
34520,,18.35,33.11,$607.57,000,999,090,No,,,,
3452F,,,,Not a benefit ,,,,,,,,
34530,,25.70,33.11,$850.93,000,999,090,No,,,,
3455F,,,,Not a benefit ,,,,,,,,
3470F,,,,Not a benefit ,,,,,,,,
3471F,,,,Not a benefit ,,,,,,,,
3472F,,,,Not a benefit ,,,,,,,,
3475F,,,,Not a benefit ,,,,,,,,
3476F,,,,Not a benefit ,,,,,,,,
34800,,26.79,33.11,$887.02,000,999,090,No,,,,
34802,,29.56,33.11,$978.73,000,999,090,No,,,,
34803,,28.85,33.11,$955.22,000,999,090,No,,,,
34804,,29.56,33.11,$978.73,000,999,090,No,,,,
34805,,24.25,33.11,$802.92,000,999,090,No,,,,
34806,,1.85,33.11,$61.25,000,999,000,No,,,,
34808,,5.09,33.11,$168.53,000,999,000,No,,,,
34812,,8.33,33.11,$275.81,000,999,000,No,,,,
34813,,5.92,33.11,$196.01,000,999,000,No,,,,
34820,,12.03,33.11,$398.31,000,999,000,No,,,,
34825,,16.00,33.11,$529.76,000,999,090,No,,,,
34826,,5.09,33.11,$168.53,000,999,000,No,,,,
34830,,41.69,33.11,"$1,380.36",000,999,090,No,,,,
34831,,45.07,33.11,"$1,492.27",000,999,090,No,,,,
34832,,45.07,33.11,"$1,492.27",000,999,090,No,,,,
34833,,13.46,33.11,$445.66,000,999,000,No,,,,
34834,,6.32,33.11,$209.26,000,999,000,No,,,,
34841,,,,Code is manually priced,000,999,000,No,,,,
34842,,,,Code is manually priced,000,999,000,No,,,,
34843,,,,Code is manually priced,000,999,000,No,,,,
34844,,,,Code is manually priced,000,999,000,No,,,,
34845,,,,Code is manually priced,000,999,000,No,,,,
34846,,,,Code is manually priced,000,999,000,No,,,,
34847,,,,Code is manually priced,000,999,000,No,,,,
34848,,,,Code is manually priced,000,999,000,No,,,,
34900,,19.84,33.11,$656.90,000,999,090,No,,,,
3490F,,,,Not a benefit ,,,,,,,,
3491F,,,,Not a benefit ,,,,,,,,
3492F,,,,Not a benefit ,,,,,,,,
3493F,,,,Not a benefit ,,,,,,,,
3494F,,,,Not a benefit ,,,,,,,,
3495F,,,,Not a benefit ,,,,,,,,
3496F,,,,Not a benefit ,,,,,,,,
3497F,,,,Not a benefit ,,,,,,,,
3498F,,,,Not a benefit ,,,,,,,,
35001,,24.00,33.11,$794.64,000,999,090,No,,,,
35002,,24.00,33.11,$794.64,000,999,090,No,,,,
35005,,20.73,33.11,$686.37,000,999,090,No,,,,
3500F,,,,Not a benefit ,,,,,,,,
35011,,24.00,33.11,$794.64,000,999,090,No,,,,
35013,,24.00,33.11,$794.64,000,999,090,No,,,,
